id,osm_id,title,location,type,medium,status,year,creation_dedication_date,primary_artist,primary_artist_gender,street_address,city,state,zipcode,dimensions,program,funding,artist_assistants,architect,fabricator,neighborhood,csa,council_district,legislative_district,location_desc,indoor_outdoor_access,subject_person,related_property,property_ownership,agency_or_insitution,wikipedia_url,work_type,lon,lat
1986.001.XXX.RoAnd,NA,Unknown [Officer and Boy],Southern District Police Station,Sculpture,concrete,in place,1986,NA,Ronald Anderson,Male,10 Cherry Hill Road,Baltimore,MD,21230,4 ft. 4 in. x 4 ft. x 3 ft,NA,NA,NA,NA,NA,Cherry Hill,Cherry Hill,District 10,District 46,Cherry Hill and Hanover corner,NA,NA,NA,NA,NA,NA,Sculpture,-76.61940280000144,39.25287050000306
1947.003.CHAP.HeLau,NA,Large Bather,The Wurtzburger Sculpture Garden,Sculpture,bronze,NA,1947,NA,Henri Laurens,Male,10 Art Museum Drive,Baltimore,MD,21218,61 in. h. (155.0 cm.),NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.61984500000145,39.32429600000308
128,NA,Courthouse Plaza Fountain,Baltimore Courthouse Plaza,Fountain,"granite, bronze",in place,NA,NA,P Gardescu,NA,130 Saint Paul Street,Baltimore,MD,21201,NA,Historic Monuments (CHAP),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,Open space across street,Outdoor,NA,NA,NA,NA,NA,Other,-76.61413802000145,39.290791140003066
1985.006.XXX.GeGre,NA,Engine Company 43,Fire Station #43,Sculpture,steel,in place,1985,NA,George Mossman Greenamyer,Male,1100 Walters Avenue,Baltimore,MD,21239,7 ft. 4 in. x 8 ft. x 23 in.,NA,NA,NA,NA,NA,Glen Oaks,Loch Raven,District 4,District 43A,Chinaquapin Street,NA,NA,NA,NA,NA,NA,Sculpture,-76.59734600000147,39.35927700000305
1981.007.XXX.IsWit,NA,Chorale,Social Security Metro West,Sculpture,painted steel,in place – unconfirmed,1981,NA,Issac Witkin,Male,490 N. Greene Street,Baltimore,MD,21202,17 x 16 1/2 x 15 1/2 ft,NA,NA,NA,NA,NA,University Of Maryland,Downtown/Seton Hill,District 11,District 40,Corner Greene / Franklin,NA,NA,NA,NA,NA,NA,Sculpture,-76.62418400000145,39.29455400000305
2000.007.BMP.GaMul,NA,[Frederick Douglass biographical mural],Brentwood Avenue and Chase Street,Mural,mural,demolished,2000,NA,Gary Mullen,Male,1103 Brentwood Avenue,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Johnston Square,Greenmount East,District 12,District 45,Side of building,Outdoor,Frederick Douglass,NA,NA,NA,NA,Mural,-76.60937900000147,39.30291600000307
757,node/9234234854,Bluebird of Happiness,American Visionary Art Museum,"Mosaic, Sculpture","concrete, ceramic tile",in place,2004,10/27/2004,Dick Brown,Male,800 Key Highway,Baltimore,MD,21230,NA,NA,NA,NA,NA,NA,Federal Hill,Inner Harbor/Federal Hill,District 11,District 46,"At entrance of employee parking, south of main entrance",Outdoor,NA,American Visionary Art Museum,Private Property,NA,NA,Mosaic,-76.60665606675526,39.2792203687257
1977.012.XXX.HiMik,NA,Untitled,Commerce Street Park (relocated from Shot Tower Park),Sculpture,Tennensee limestone,in place,1977,NA,Hiroshi Mikami,NA,407 E. Lombard Street,Baltimore,MD,21202,48 x 80 x 53 in.,International Sculpture Symposium,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,NA,Outdoor,NA,Commerce Street Park,Mayor & City Council,City of Baltimore,NA,Sculpture,-76.60982400000145,39.287928000003085
1971.007.PfA.RoMaj,node/7833999828,Pegasus,"Dr. Bernard Harris, Sr. ES",Sculpture,bronze,in place,1971,NA,Roger L. Majorowicz,Male,1400 N. Caroline Street,Baltimore,MD,21213,11 ft. x 47 in. x 88 in,Percent for Public Art (BOPA),NA,NA,NA,NA,Oliver,Greenmount East,District 12,District 45,Left of entrance,NA,NA,"""Dr. Bernard Harris, Sr. ES""",Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.59836100000145,39.30668700000305
1980.006.XXX.GrMor,NA,Untitled,Commerce Street Park (Commerce Park),Sculpture,steel,in place,1980,NA,Greg Moring,Male,407 E. Lombard Street,Baltimore,MD,21202,NA,Gifts of Public Art (BOPA),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,Northeast corner of intersection,Outdoor,NA,Commerce Street Park,Mayor & City Council,City of Baltimore,NA,Sculpture,-76.60981800000145,39.28791200000305
1969.016.XXX.RoMaj,NA,Paestum,Orleans Street Branch Library,Sculpture,"bronze, stainless steel",NA,1969,NA,Roger L. Majorowicz,Male,1303 Orleans Street,Baltimore,MD,21231,NA,NA,NA,NA,NA,NA,Dunbar-Broadway,Oldtown/Middle East,District 12,District 46,across the parking lot at far corner of library,Outdoor,NA,Orleans Street Branch Library,Mayor & City Council,Enoch Pratt Free Library,NA,Sculpture,-76.59954400000144,39.294064000003075
1953.002.CHAP.GeRic,node/8761464297,Tauromachy,The Wurtzburger Sculpture Garden,Sculpture,bronze,NA,1953,NA,Germaine Richier,Male,10 Art Museum Drive,Baltimore,MD,21218,45-3/4 x 39-3/4 x 20-7/8 in. (116.2 x 101.0 x 53.0 cm),NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.61984500000145,39.32429600000308
1990.011.XXX.Unknown,node/1039630720,Korean War Memorial,Canton Waterfront Park,Monument,NA,in place,1990,5/27/1990,Unknown,NA,2999 Boston Street,Baltimore,MD,21224,NA,NA,NA,NA,NA,NA,Canton,Canton,District 1,District 46,NA,Outdoor,NA,Canton Waterfront Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Monument,-76.57353900000143,39.277502000003075
2007.013.BMP.GaMul,NA,Charm City Farmer's Market,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2007,NA,Gary Mullen,Male,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60971200000145,39.29306200000305
1907.001.CHAP.WiRin,NA,William T. Walters [copy],Walters Art Museum,Sculpture,bronze,in place,1907,NA,William Henry Rinehart,Male,600 N. Charles Street,Baltimore,MD,21202,H. 34 x W. 28 in,Historic Monuments (CHAP),NA,NA,NA,NA,Mount Vernon,Midtown,District 11,District 46,NA,Outdoor,William T. Walters,Walters Art Museum,Mayor & City Council,NA,NA,Sculpture,-76.61588900000145,39.29660000000305
1979.009.PfA.JuSch,NA,The Butterflies,Margaret Brent ES,NA,fiber,NA,1979,NA,Judith Schultz,Female,100 E. 26th Street,Baltimore,MD,21218,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Charles Village,Greater Charles Village/Barclay,District 12,District 43A,Stairwell of main lobby,Indoor,NA,Margaret Brent ES,Mayor & City Council,Baltimore City Public Schools,NA,NA,-76.61513700000145,39.31939900000305
1969.004.PfA.AlHal,node/9969048686,Children's Round Square,Steuart Hill ES,Sculpture,concrete,in place,1969,NA,Alfredo Halegua,Male,30 S. Gilmore Street,Baltimore,MD,21223,5 x 18 x 14 ft.,Percent for Public Art (BOPA),NA,NA,NA,NA,Union Square,Southwest Baltimore,District 9,District 40,Entrance plaza,Outdoor,NA,Steuart Hill ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.64285310000145,39.28681630000307
1978.016.XXX.MaMea,node/6763061486,Red Buoyant,IBM Building,Sculpture,painted aluminum,in place,1978,NA,Mary Ann Mears,Female,100 E. Pratt Street,Baltimore,MD,21202,17 x 20 x 12 ft.,NA,NA,NA,NA,NA,Inner Harbor,Downtown/Seton Hill,District 11,District 46,Entrance plaza,Outdoor,NA,NA,NA,NA,NA,Sculpture,-76.61278300000144,39.28673600000304
1918.001.CHAP.JMMil,NA,Confederate Women's Monument,NA,"Monument, Sculpture",bronze,"removed, in storage",1918,NA,Joseph Maxwell Miller,Male,W. University Parkway and N. Charles Street,Baltimore,MD,21218,115 x 114 x 98 in.,Historic Monuments (CHAP),NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,District 14,District 43A,NA,Outdoor,NA,NA,NA,NA,NA,Monument,-76.61922820000146,39.33322500000304
536,NA,Sundial,"John Cook Memorial Rose Garden, Druid Hill Park",Sculpture,NA,in place,NA,NA,NA,NA,900 Druid Park Lake Drive,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Druid Hill Park,Penn North/Reservoir Hill,District 7,District 40,NA,Outdoor,NA,Druid Hill Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.64542500000145,39.318126000003055
471,NA,Jacob France Memorial Fountain,Hopkins Plaza,"Memorial, Fountain",fountain,demolished,NA,NA,"""J.S. Hamel, Inc.""",NA,31 Hopkins Plaza,Baltimore,MD,21201,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,NA,Outdoor,NA,Hopkins Plaza,NA,NA,NA,Memorial,-76.61663113000145,39.288714180003055
2004.001.XXX.AlAyc,node/9239156642,Swing Over,Fallon Federal Building,Sculpture,aluminum,in place,2004,NA,Alice Aycock,Female,31 Hopkins Plaza,Baltimore,MD,21201,NA,Art in Architecture Program,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,Hopkins Plaza entrance,Outdoor,NA,NA,Federal Property,NA,NA,Sculpture,-76.61752600000145,39.28813700000306
1977.036.XXX.AnCan,NA,Lions [copy],Baltimore Museum of Art,Sculpture,NA,in place,1977,NA,Antonio Canova,Male,10 Art Museum Drive,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,District 14,District 40,West Garden,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.62182440000144,39.32588460000307
1904.001.CHAP.LaMar,node/1313588076,Severn Teackle Wallis,Mount Vernon Place (East Park),"Monument, Sculpture",bronze,in place,1904,NA,Laurent-Honore Marqueste,Male,699 Washington Place,Baltimore,MD,21202,94 x 40 x 30 in.,Historic Monuments (CHAP),NA,NA,NA,NA,Mount Vernon,Midtown,District 11,District 46,NA,Outdoor,Severn Teackle Wallis,Mount Vernon Place,NA,NA,NA,Monument,-76.61425500000146,39.297594000003045
1967.010.PfA.PeVan,NA,Untitled,James McHenry ES,Brick striation ,brick,in place,1967,NA,Peter van Rossum,Male,31 S. Schroeder Street,Baltimore,MD,21223,NA,NA,NA,NA,NA,NA,Hollins Market,Poppleton/The Terraces/Hollins Market,District 9,District 40,Front facade,NA,NA,James McHenry ES,Mayor & City Council,Baltimore City Public Schools,NA,Other,-76.63353600000146,39.28741000000305
1967.001.XXX.RiBet,node/7833999829,James Cardinal Gibbons,Basilica of the Assumption,Sculpture,bronze,in place,1967,NA,Richard Betti,Male,409 Cathedral Street,Baltimore,MD,21201,7 ft. 4 in. x 29 1/2 in. x 26 in,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 40,Along Mulberry Street,Outdoor,NA,NA,NA,NA,NA,Sculpture,-76.61634700000145,39.29423300000307
1976.020.PfA.NoThe,NA,Sea Birds,Calvin Rodwell ES,Sculpture,metal,damaged/irreparable,1976,NA,Norman Therrien,Male,3501 Hillsdale Road,Baltimore,MD,21207,5 ft. 4 in. x 13 ft. x 6 ft. 8 in.,Percent for Public Art (BOPA),NA,NA,NA,NA,Howard Park,Howard Park/West Arlington,District 8,District 41,Exterior,Outdoor,NA,Calvin Rodwell ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.69463878190095,39.330196729943964
1890.003.CHAP.WiSto,node/4590244510,George Peabody,Mount Vernon Place (East Park),"Monument, Sculpture",bronze,in place,1890,NA,Willam W. Storey,Male,699 Washington Place,Baltimore,MD,21201/02,84 x 40 x 64 in.,NA,NA,NA,NA,NA,Mount Vernon,Midtown,District 11,District 46,East of Monument,Outdoor,George Peabody,Mount Vernon Place,NA,NA,NA,Monument,-76.61527100000146,39.29755400000307
1885.003.CHAP.AnBar,node/8960026431,Order,Mount Vernon Place,Sculpture,bronze,in place,1885,NA,Antoine Louis Barye,Male,699 Washington Place,Baltimore,MD,21201/02,38 x 27 x 33 in.,Historic Monuments (CHAP),NA,NA,NA,NA,Mount Vernon,Midtown,District 11,District 46,SW corner of Washington Monument,Outdoor,NA,Mount Vernon Place,Mayor & City Council,NA,NA,Sculpture,-76.61525123636976,39.297447966812946
1987.013.XXX.JSJoh,NA,The Briefing,Baltimore Convention Center,Sculpture,bronze,in place,1987,NA,J. Seward Johnson,Male,1 W. Pratt Street,Baltimore,MD,21201,NA,NA,NA,NA,NA,NA,Downtown West,Inner Harbor/Federal Hill,District 11,District 46,Inside Charles St. Lobby (100 Level),Indoor,NA,Baltimore Convention Center,Mayor & City Council,Baltimore City Department of Housing and Community Development,NA,Sculpture,-76.61544762000145,39.28602364000306
438,NA,Shelter,Cross Keys Shopping Center,Sculpture,NA,NA,NA,NA,Richard Breitenbach,Male,5100 Falls Road,Baltimore,MD,21210,NA,NA,NA,NA,NA,NA,Cross Keys,Greater Roland Park/Poplar Hill,District 6,District 41,NA,NA,NA,Cross Keys Shopping Center,Private Property,NA,NA,Sculpture,-76.64820380000145,39.35571330000304
1885.005.CHAP.Dog,node/5931490190,James L. Ridgely Monument,Harlem Park,"Monument, Sculpture",bronze,in place,1885,NA,Alexander Doyle,Male,1500 Edmondson Avenue,Baltimore,MD,21217,8 ft. x 40 in. x 32 in,NA,NA,NA,NA,NA,Harlem Park,Sandtown-Winchester/Harlem Park,District 9,District 40,Harlem Park,Outdoor,James L. Ridgely,Harlem Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Monument,-76.64220087000143,39.29604662000306
1956.002.CHAP.SiWau,node/2451200743,Daniel Coit Gilman,Johns Hopkins University,"Monument, Sculpture",bronze,in place,1956,NA,Sidney Waugh,Male,3400 N. Charles Street,Baltimore,MD,21218,9 ft. x 45 in. x 30 in.,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,District 14,District 40,Shriver Hall,Outdoor,Daniel Coit Gilman,"""Johns Hopkins University, Homewood Campus""",Private Property,NA,NA,Monument,-76.62024900000145,39.32648900000305
25,NA,Archetype,Mondawmin Station (Metro),Mural,photographic emulsion,NA,1983,NA,R. Thomas Gregory,Male,2307 Liberty Heights Avenue,Baltimore,MD,21215,NA,Metro Station Artwork,NA,NA,NA,NA,Burleith-Leighton,Greater Mondawmin,District 7,District 40,Liberty Heights / Reisterstown,Indoor,NA,NA,State of Maryland,Maryland Transit Administration,NA,Mural,-76.66018100000144,39.32000330000306
1999.006.BMP.PaJac,NA,[Octopus mural],NA,Mural,mural,NA,1999,NA,Patrick Jacobson,Male,765 W. Cross Street,Baltimore,MD,21230,NA,NA,NA,NA,NA,NA,Washington Village/Pigtown,Washington Village/Pigtown,District 10,District 46,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.62787500000145,39.27958700000306
2009.003.BMP.AuDro,NA,Pigtown,NA,Mural,mural,in place,2009,NA,Augustina Droze,Female,759 Washington Boulevard,Baltimore,MD,21230,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Washington Village/Pigtown,Washington Village/Pigtown,District 10,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.62765600000145,39.28293300000307
1989.013.PfA.PaAle,NA,Oasis,Druid Hill Park Swimming Pool,Mosaic,ceramic tile,in place,1989,NA,Patricia Alexander,Female,900 Druid Park Lake Drive,Baltimore,MD,21217,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Druid Hill Park,Penn North/Reservoir Hill,District 7,District 40,Pool floor,NA,NA,Druid Hill Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Mosaic,-76.63456970000145,39.32066500000307
2008.020.BMP.DoTys,NA,"Tribute to Alvin ""Kirby"" Brunson",NA,Mural,mural,in place,2008,NA,"""Donald Tyson-Bey, Jr.""",Male,2043 Pennsylvania Avenue,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Upton,Upton/Druid Heights,District 11,District 40,side of rowhouse/liquor store,Outdoor,"""Alvin """"Kirby"""" Brunson""",NA,NA,NA,NA,Mural,-76.63806100000144,39.30657600000304
2008.013.BMP.SpPop,NA,Venice Beach Sunset,Baltimore Farmer's Market,Mural,mural,in place – unconfirmed,2008,NA,Spoon Popkin,Female,Holliday and Saratoga Streets,Baltimore,MD,21202,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61031346272587,39.2914621132619
2011.009.BMP.MiSan,NA,[Historic Druid Heights mural],NA,Mural,mural,in place,2011,NA,Michelle Santos,Female,1940 Druid Hill Avenue,Baltimore,MD,21217,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Druid Heights,Upton/Druid Heights,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63538200000146,39.30725900000308
1976.039.PfA.StEdm,NA,Madonna and Child,David E. Weglein ES,Sculpture,painted steel,"removed, missing",1976,NA,Stan Edmister,Male,22 S. Central Avenue,Baltimore,MD,21202,20 x 24 x 16 ft.,Percent for Public Art (BOPA),NA,NA,NA,NA,Jonestown,Harbor East/Little Italy,District 12,District 46,Entrance plaza,Outdoor,NA,David E. Weglein ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.59975750206566,39.29060232124564
1901.001.CHAP.Van,node/369907237,"Maryland Line Monument, Goddess of Liberty",NA,"Monument, Sculpture",bronze,in place,1901,NA,Van der Bergen,NA,163 W. Mount Royal Avenue,Baltimore,MD,21217,H. 60 ft. 6 in.,Historic Monuments (CHAP),NA,NA,Hodges and Leach,NA,Mid-Town Belvedere,Midtown,District 11,District 40,Plaza,Outdoor,NA,NA,NA,NA,NA,Monument,-76.6188111982618,39.305641740490465
1923.001.CHAP.HaSch,NA,Fifth Regiment Armory Tablet,Fifth Regiment Armory,"Monument, Relief",bronze,in place,1923,NA,Hans K. Schuler,Male,219 29th Division Street,Baltimore,MD,21217,120 in. x 22 ft. x 14 in.,NA,NA,NA,NA,NA,Madison Park,Upton/Druid Heights,District 11,District 40,NA,Outdoor,NA,NA,State of Maryland,NA,NA,Monument,-76.62192222000145,39.304045350003065
1969.023.PfA.JeRus,NA,Roots of Life,Furley ES,Sculpture,concrete,NA,1969,NA,Jean Taylor Russum [Bosley],Female,4633 Furley Avenue,Baltimore,MD,21213,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Frankford,Cedonia/Frankford,District 2,District 45,Lobby,Indoor,NA,Furley ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.55478210000143,39.32847270000304
1983.018.XXX.BeBuf,node/9175410732,Ram,Bufano Sculpture Garden,Sculpture,NA,in place,1983,NA,Beniamino Bufano,Male,3400 N. Charles Street,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,District 14,District 43A,NA,Outdoor,NA,"""Johns Hopkins University, Homewood Campus""",Private Property,NA,NA,Sculpture,-76.62081900000143,39.33157700000308
2003.001.XXX.DaBoy,node/7823645379,Aegean Urn,Brookshire Suites,Sculpture,urns,in place,2003,NA,David Boyajian,Male,120 E. Lombard Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 46,Flanking Brookshire Suites entrance,NA,NA,NA,NA,NA,NA,Sculpture,-76.61231200000144,39.287915000003075
1972.001.CHAP.Unknown,NA,Columbus Obelisk,Herring Run Park,"Monument, Obelisk",NA,in place,1792,NA,Unknown,NA,Harford Road and Walter Avenue,Baltimore,MD,21213,60 ft.,Historic Monuments (CHAP),NA,NA,NA,NA,Herring Run Park,Lauraville,District 3,District 45,NA,Outdoor,NA,Herring Run Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Monument,-76.57453500000143,39.33633900000306
1996.003.BMP.MaCar,node/7823658439,[The Magic Theatre],NA,Mural,mural,in place,1996,NA,Mary Carfagno Ferguson,Female,115 W. Mulberry Street,Baltimore,MD,21201,NA,Baltimore Mural Program (BOPA),NA,Women's Mural Project,NA,NA,Downtown,Downtown/Seton Hill,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61909600000146,39.29418500000306
583,NA,Unknown [Reliefs at Cathedral of Mary Our Queen],Cathedral of Mary our Queen,Relief,limestone,NA,NA,NA,Joseph Arthur Coletti,Male,5300 N. Charles Street,Baltimore,MD,21210,H. 9 ft. 6 in.,NA,NA,NA,NA,NA,Homeland,North Baltimore/Guilford/Homeland,District 6,District 41,Facades and doors,Outdoor,NA,NA,Private Property,NA,NA,Relief,-76.62799700000144,39.35981050000306
1977.005.XXX.RoDuB,node/7833999831,Amanogawa,Shot Tower Park,Sculpture,"stainless steel, limestone",in place,1977,NA,Robert DuBourg,Male,Fallsway and Fayette Streets,Baltimore,MD,21202,84 in. x 88 in. x 15 ft. 4 in.,NA,NA,NA,NA,NA,Jonestown,Harbor East/Little Italy,District 12,District 46,Fayette and Fallsway,NA,NA,Shot Tower Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.60557500000144,39.29044100000307
1979.002.XXX.RoFer,NA,Citisphere,Baltimore City College,Sculpture,stainless steel,NA,1979,NA,Robert Fergerson,Male,3220 The Alameda,Baltimore,MD,21218,7 x 7 x 7 ft.,NA,NA,NA,NA,NA,Coldstream Homestead Montebello,The Waverlies,District 14,District 43A,East courtyard,Outdoor,NA,Baltimore City College,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.59679900000145,39.32562600000305
1990.007.XXX.BePep,node/6848950930,Great Ascension,Johns Hopkins Hospital,Sculpture,painted steel,in place,1984,NA,Beverly Pepper,Female,Johns Hopkins Hospital,Baltimore,MD,21287,15 x 18 x 50 ft.,NA,NA,NA,NA,NA,Dunbar-Broadway,Oldtown/Middle East,District 12,District 45,South entrance of Johns Hopkins Hospital off of N. Wolfe. St.; in median area,Outdoor,NA,NA,Private Property,NA,NA,Sculpture,-76.59597890000147,39.29720870000304
1975.001.XXX.DaBro,node/9162696975,Centennial Sculpture,Johns Hopkins University,Sculpture,polished steel,NA,1975,NA,David Lee Brown,Male,N. Charles and 34th Streets,Baltimore,MD,21218,5 ft. x 102 in. x 76 in.,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,District 14,District 40,West entrance to library,Outdoor,NA,"""Johns Hopkins University, Homewood Campus""",Private Property,NA,NA,Sculpture,-76.62012310000145,39.32906400000307
